"92","Eldon Expressions? Desk Accessory, Wood Photo Frame, Mahogany","19.04","Furniture","Office Furnishings","Small Box","0.56"
"93","Eldon Im?ge? Series Desk Accessories, Clear","4.86","Furniture","Office Furnishings","Small Box","0.42"
"94","Eldon Image Series Black Desk Accessories","4.14","Furniture","Office Furnishings","Small Box","0.49"
"95","Eldon Pizzaz? Desk Accessories","2.23","Furniture","Office Furnishings","Small Pack","0.41"
"96","Eldon Radial Chair Mat for Low to Medium Pile Carpets","39.98","Furniture","Office Furnishings","Wrap Bag","0.65"
"97","Eldon Regeneration Recycled Desk Accessories, Smoke","1.74","Furniture","Office Furnishings","Small Pack","0.53"
"98","Eldon Wave Desk Accessories","5.89","Furniture","Office Furnishings","Small Box","0.41"
"99","Eldon? 200 Class? Desk Accessories","6.28","Furniture","Office Furnishings","Small Box","0.53"
"100","Eldon? 200 Class? Desk Accessories, Burgundy","6.28","Furniture","Office Furnishings","Small Box","0.43"
"101","Eldon? 300 Class? Desk Accessories, Black","4.95","Furniture","Office Furnishings","Small Box","0.41"
"102","Eldon? 400 Class? Desk Accessories, Black Carbon","8.75","Furniture","Office Furnishings","Small Pack","0.43"
"103","Eldon? 500 Class? Desk Accessories","12.07","Furniture","Office Furnishings","Wrap Bag","0.52"
"104","Eldon? Executive Woodline II Desk Accessories, Mahogany","25.13","Furniture","Office Furnishings","Small Box","0.58"
"105","Eldon? Expressions? Wood and Plastic Desk Accessories, Oak","9.98","Furniture","Office Furnishings","Small Box","0.57"
"106","Eldon? Expressions? Wood Desk Accessories, Oak","7.38","Furniture","Office Furnishings","Small Box","0.56"
"107","Eldon? Image Series Desk Accessories, Burgundy","4.18","Furniture","Office Furnishings","Small Box","0.49"
"108","Eldon? Wave Desk Accessories","2.08","Furniture","Office Furnishings","Small Box","0.43"
"109","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","13.4","Furniture","Office Furnishings","Small Pack","0.37"
"110","Electrix Architect's Clamp-On Swing Arm Lamp, Black","95.46","Furniture","Office Furnishings","Large Box","0.56"
"111","Electrix Fluorescent Magnifier Lamps & Weighted Base","49.34","Furniture","Office Furnishings","Large Box","0.57"
"112","Electrix Halogen Magnifier Lamp","194.3","Furniture","Office Furnishings","Large Box","0.59"
"113","Electrix Incandescent Magnifying Lamp, Black","36.65","Furniture","Office Furnishings","Large Box","0.58"
"114","Executive Impressions 12"" Wall Clock","17.67","Furniture","Office Furnishings","Small Pack","0.47"
"115","Executive Impressions 13"" Chairman Wall Clock","25.38","Furniture","Office Furnishings","Small Pack","0.5"
"116","Executive Impressions 13"" Clairmont Wall Clock","19.23","Furniture","Office Furnishings","Small Pack","0.44"
"117","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","18.7","Furniture","Office Furnishings","Small Pack","0.47"
"118","Executive Impressions 14""","22.23","Furniture","Office Furnishings","Small Pack","0.41"
"119","Executive Impressions 14"" Contract Wall Clock","22.23","Furniture","Office Furnishings","Small Pack","0.52"
"120","Executive Impressions 14"" Contract Wall Clock with Quartz Movement","22.23","Furniture","Office Furnishings","Small Pack","0.41"
"121","Executive Impressions 14"" Two-Color Numerals Wall Clock","22.72","Furniture","Office Furnishings","Small Pack","0.44"
"122","Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock","10.4","Furniture","Office Furnishings","Small Pack","0.51"
"123","Flat Face Poster Frame","18.84","Furniture","Office Furnishings","Wrap Bag","0.43"
"124","G.E. Halogen Desk Lamp Bulbs","6.98","Furniture","Office Furnishings","Small Pack","0.37"
"125","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","6.64","Furniture","Office Furnishings","Small Pack","0.37"
"126","GE 4 Foot Flourescent Tube, 40 Watt","14.98","Furniture","Office Furnishings","Small Pack","0.39"
"127","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","99.23","Furniture","Office Furnishings","Small Pack","0.35"
"128","Global Adaptabilities? Conference Tables","280.98","Furniture","Tables","Jumbo Box","0.78"
"129","Global Airflow Leather Mesh Back Chair, Black","150.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.55"
"130","Global Comet? Stacking Armless Chair","299.05","Furniture","Chairs & Chairmats","Jumbo Drum","0.57"
"131","Global Commerce? Series High-Back Swivel/Tilt Chairs","284.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.6"
"132","Global Deluxe High-Back Office Chair in Storm","135.99","Furniture","Chairs & Chairmats","Jumbo Drum","0.76"
"133","Global Deluxe Office Fabric Chairs","95.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.58"
"134","Global Deluxe Stacking Chair, Gray","50.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.56"
"135","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","270.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.77"
"136","Global Enterprise? Series Seating Low-Back Swivel/Tilt Chairs","258.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.55"
"137","Global Ergonomic Managers Chair","180.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.59"
"138","Global High-Back Leather Tilter, Burgundy","122.99","Furniture","Chairs & Chairmats","Jumbo Drum","0.74"
"139","Global Leather & Oak Executive Chair, Burgundy","150.89","Furniture","Chairs & Chairmats","Jumbo Drum","0.77"
"140","Global Leather and Oak Executive Chair, Black","300.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.56"
"141","Global Leather Executive Chair","350.99","Furniture","Chairs & Chairmats","Jumbo Drum","0.55"
"142","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","200.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.58"
"143","Global Leather Task Chair, Black","89.99","Furniture","Chairs & Chairmats","Jumbo Drum","0.66"
"144","Global Push Button Manager's Chair, Indigo","60.89","Furniture","Chairs & Chairmats","Jumbo Drum","0.56"
"145","Global Stack Chair without Arms, Black","25.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.6"
"146","Global Troy? Executive Leather Low-Back Tilter","500.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.6"
"147","Hand-Finished Solid Wood Document Frame","34.23","Furniture","Office Furnishings","Small Box","0.55"
"148","Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs","280.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.78"
"149","Hon 2111 Invitation? Series Corner Table","209.37","Furniture","Tables","Large Box","0.79"
"150","Hon 4060 Series Tables","60.98","Furniture","Tables","Large Box","0.63"
"151","Hon 4070 Series Pagoda? Armless Upholstered Stacking Chairs","291.73","Furniture","Chairs & Chairmats","Jumbo Drum","0.56"
"152","Hon 4070 Series Pagoda? Round Back Stacking Chairs","320.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.57"
"153","Hon 4700 Series Mobuis? Mid-Back Task Chairs with Adjustable Arms","355.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.64"
"154","Hon 4-Shelf Metal Bookcases","100.98","Furniture","Bookcases","Jumbo Box","0.6"
"155","Hon 5100 Series Wood Tables","290.98","Furniture","Tables","Large Box","0.67"
"156","Hon 61000 Series Interactive Training Tables","44.43","Furniture","Tables","Jumbo Box","0.67"
"157","Hon 94000 Series Round Tables","296.18","Furniture","Tables","Jumbo Box","0.76"
"158","Hon Comfortask? Task/Swivel Chairs","113.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.69"
"159","Hon Deluxe Fabric Upholstered Stacking Chairs","243.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.57"
"160","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","243.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.55"
"161","Hon Every-Day? Chair Series Swivel Task Chairs","120.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.64"
"162","Hon GuestStacker Chair","226.67","Furniture","Chairs & Chairmats","Jumbo Drum","0.59"
"163","Hon iLevel? Computer Training Table","31.76","Furniture","Tables","Jumbo Box","0.65"
"164","Hon Metal Bookcases, Black","70.98","Furniture","Bookcases","Jumbo Box","0.6"
"165","Hon Metal Bookcases, Putty","70.98","Furniture","Bookcases","Jumbo Box","0.56"
"166","Hon Multipurpose Stacking Arm Chairs","216.6","Furniture","Chairs & Chairmats","Jumbo Drum","0.59"
"167","Hon Non-Folding Utility Tables","159.31","Furniture","Tables","Jumbo Drum","0.55"
"168","Hon Olson Stacker Stools","140.81","Furniture","Chairs & Chairmats","Large Box","0.57"
"169","Hon Pagoda? Stacking Chairs","320.98","Furniture","Chairs & Chairmats","Large Box","0.55"
"170","Hon Rectangular Conference Tables","227.55","Furniture","Tables","Jumbo Box","0.68"
"171","Hon Valutask? Swivel Chairs","100.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.69"
"172","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","51.94","Furniture","Office Furnishings","Small Box","0.44"
"173","Howard Miller 12-3/4 Diameter Accuwave DS ? Wall Clock","78.69","Furniture","Office Furnishings","Small Box","0.43"
"174","Howard Miller 13"" Diameter Goldtone Round Wall Clock","46.94","Furniture","Office Furnishings","Small Box","0.44"
"175","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","51.75","Furniture","Office Furnishings","Small Box","0.55"
"176","Howard Miller 16"" Diameter Gallery Wall Clock","63.94","Furniture","Office Furnishings","Small Box","0.46"
"177","Howard Miller Distant Time Traveler Alarm Clock","27.42","Furniture","Office Furnishings","Small Box","0.44"
"178","Iceberg OfficeWorks 42"" Round Tables","4.91","Furniture","Tables","Jumbo Box","0.7"
"179","KI Conference Tables","70.89","Furniture","Tables","Jumbo Box","0.69"
"180","Laminate Occasional Tables","154.13","Furniture","Tables","Large Box","0.68"
"181","Lesro Round Back Collection Coffee Table, End Table","182.55","Furniture","Tables","Large Box","0.72"
"182","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","71.37","Furniture","Tables","Large Box","0.68"
"183","Lifetime Advantage? Folding Chairs, 4/Carton","218.08","Furniture","Chairs & Chairmats","Large Box","0.57"
"184","Linden? 12"" Wall Clock With Oak Frame","33.98","Furniture","Office Furnishings","Small Box","0.55"
"185","Luxo Adjustable Task Clamp Lamp","88.84","Furniture","Office Furnishings","Large Box","0.59"
"186","Luxo Economy Swing Arm Lamp","19.94","Furniture","Office Furnishings","Large Box","0.57"
"187","Luxo Professional Combination Clamp-On Lamps","102.3","Furniture","Office Furnishings","Large Box","0.59"
"188","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","209.84","Furniture","Office Furnishings","Large Box","0.59"
"189","Magna Visual Magnetic Picture Hangers","4.82","Furniture","Office Furnishings","Small Pack","0.47"
"190","Master Big Foot? Doorstop, Beige","5.28","Furniture","Office Furnishings","Wrap Bag","0.54"
"191","Master Caster Door Stop, Brown","5.08","Furniture","Office Furnishings","Wrap Bag","0.51"
"192","Master Caster Door Stop, Gray","5.08","Furniture","Office Furnishings","Wrap Bag","0.51"
"193","Master Caster Door Stop, Large Neon Orange","7.28","Furniture","Office Furnishings","Wrap Bag","0.42"
"194","Master Giant Foot? Doorstop, Safety Yellow","7.59","Furniture","Office Furnishings","Wrap Bag","0.42"
"195","Metal Folding Chairs, Beige, 4/Carton","33.94","Furniture","Chairs & Chairmats","Jumbo Drum","0.58"
"196","Novimex Fabric Task Chair","60.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.7"
"197","Novimex High-Tech Fabric Mesh Task Chair","70.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.78"
"198","Novimex Swivel Fabric Task Chair","150.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.74"
"199","Novimex Turbo Task Chair","70.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.73"
"200","Nu-Dell Executive Frame","12.64","Furniture","Office Furnishings","Small Pack","0.48"
"201","Nu-Dell Float Frame 11 x 14 1/2","8.98","Furniture","Office Furnishings","Small Pack","0.43"
"202","Nu-Dell Leatherette Frames","14.34","Furniture","Office Furnishings","Small Pack","0.49"
"203","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","130.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.78"
"204","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","180.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.69"
"205","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","160.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.62"
"206","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","350.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.61"
"207","Office Star - Task Chair with Contemporary Loop Arms","90.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.61"
"208","Office Star Flex Back Scooter Chair with Aluminum Finish Frame","100.89","Furniture","Chairs & Chairmats","Jumbo Drum","0.61"
"209","Office Star Flex Back Scooter Chair with White Frame","110.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.71"
"210","O'Sullivan 2-Shelf Heavy-Duty Bookcases","48.58","Furniture","Bookcases","Jumbo Box","0.69"
"211","O'Sullivan 3-Shelf Heavy-Duty Bookcases","58.14","Furniture","Bookcases","Jumbo Box","0.61"
"212","O'Sullivan 4-Shelf Bookcase in Odessa Pine","120.98","Furniture","Bookcases","Jumbo Box","0.68"
"213","O'Sullivan 5-Shelf Heavy-Duty Bookcases","81.94","Furniture","Bookcases","Jumbo Box","0.6"
"214","O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","137.48","Furniture","Bookcases","Jumbo Box","0.78"
"215","O'Sullivan Elevations Bookcase, Cherry Finish","130.98","Furniture","Bookcases","Jumbo Box","0.69"
"216","O'Sullivan Living Dimensions 2-Shelf Bookcases","120.98","Furniture","Bookcases","Jumbo Box","0.75"
"217","O'Sullivan Living Dimensions 3-Shelf Bookcases","200.98","Furniture","Bookcases","Jumbo Box","0.75"
"218","O'Sullivan Manor Hill 2-Door Library in Brianna Oak","180.98","Furniture","Bookcases","Jumbo Box","0.74"
"219","Regeneration Desk Collection","1.76","Furniture","Office Furnishings","Small Box","0.41"
"220","Riverside Furniture Stanwyck Manor Table Series","286.85","Furniture","Tables","Jumbo Box","0.78"
"221","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","880.98","Furniture","Bookcases","Jumbo Box","0.62"
"222","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","110.98","Furniture","Office Furnishings","Medium Box","0.69"
"223","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","170.98","Furniture","Bookcases","Jumbo Box","0.66"
"224","Rush Hierlooms Collection Rich Wood Bookcases","160.98","Furniture","Bookcases","Jumbo Box","0.72"
"225","SAFCO Arco Folding Chair","276.2","Furniture","Chairs & Chairmats","Large Box",
"226","Safco Contoured Stacking Chairs","238.4","Furniture","Chairs & Chairmats","Large Box",
"227","SAFCO Folding Chair Trolley","128.24","Furniture","Chairs & Chairmats","Medium Box",
"228","SAFCO Optional Arm Kit for Workspace? Cribbage Stacking Chair","26.64","Furniture","Chairs & Chairmats","Medium Box",
"229","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","349.45","Furniture","Tables","Jumbo Drum",
"230","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","70.98","Furniture","Bookcases","Jumbo Box",
"231","Sauder Camden County Barrister Bookcase, Planked Cherry Finish","120.98","Furniture","Bookcases","Jumbo Box","0.71"
"232","Sauder Camden County Collection Libraries, Planked Cherry Finish","114.98","Furniture","Bookcases","Jumbo Box","0.76"
"233","Sauder Camden County Collection Library","114.98","Furniture","Bookcases","Jumbo Box","0.65"
"234","Sauder Facets Collection Library, Sky Alder Finish","170.98","Furniture","Bookcases","Jumbo Box","0.69"
"235","Sauder Forest Hills Library, Woodland Oak Finish","140.98","Furniture","Bookcases","Jumbo Box","0.77"
"236","Seth Thomas 12"" Clock w/ Goldtone Case","22.98","Furniture","Office Furnishings","Small Box","0.51"
"237","Seth Thomas 13 1/2"" Wall Clock","17.78","Furniture","Office Furnishings","Small Box","0.54"
"238","Seth Thomas 14"" Putty-Colored Wall Clock","29.34","Furniture","Office Furnishings","Small Box","0.54"
"239","Seth Thomas 8 1/2"" Cubicle Clock","20.28","Furniture","Office Furnishings","Small Box","0.53"
"240","Situations Contoured Folding Chairs, 4/Set","70.98","Furniture","Chairs & Chairmats","Jumbo Drum","0.6"
"241","Stacking Tray, Side-Loading, Legal, Smoke","4.48","Furniture","Office Furnishings","Small Box","0.54"
"242","Staples 10"" Round Wall Clock","9.74","Furniture","Office Furnishings","Small Box","0.41"
"243","Staples Plastic Wall Frames","7.96","Furniture","Office Furnishings","Small Box","0.41"
"244","Telescoping Adjustable Floor Lamp","19.99","Furniture","Office Furnishings","Large Box","0.6"
"245","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","105.98","Furniture","Office Furnishings","Medium Box","0.65"
"246","Tenex Antistatic Computer Chair Mats","170.98","Furniture","Office Furnishings","Medium Box","0.75"
"247","Tenex B1-RE Series Chair Mats for Low Pile Carpets","45.98","Furniture","Office Furnishings","Wrap Bag","0.68"
"248","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","70.71","Furniture","Office Furnishings","Wrap Bag","0.78"
"249","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","107.53","Furniture","Office Furnishings","Medium Box","0.65"
"250","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","60.65","Furniture","Office Furnishings","Medium Box","0.64"
"251","Tensor ""Hersey Kiss"" Styled Floor Lamp","12.99","Furniture","Office Furnishings","Large Box","0.73"
"252","Tensor Computer Mounted Lamp","14.89","Furniture","Office Furnishings","Large Box","0.58"
